Symbol,LTP,High,Low,PreviousClose,Change,Last 10D avg Volume,Delivery %,Symbol P/E,3 months high,3 months low
LUPIN,2226.2,2279.0,2213.0,2270.4,-44.2,1145383.3,49.91,45.27,"2,290.20","1,555.70"
AVROIND,168.85,168.95,157.07,165.34,3.51,31924.9,0,45.3,180.5,108.86
KITEX,488.05,520.0,483.85,509.3,-21.25,1038708.8,50.31,45.34,530.55,206.19
TRU,42.0,43.08,41.4,43.11,-1.11,1045352.1,60.77,45.38,52.96,41.91
ZYDUSWELL,2148.5,2180.0,2131.05,2169.95,-21.45,23413.3,45.36,45.39,"2,397.80","1,786.00"
OBCL,56.8,57.47,56.75,56.83,-0.03,73745.8,61.1,45.42,62.37,54.99
INTELLECT,980.5,998.1,976.0,991.3,-10.8,204402.9,22.85,45.53,999.50,"1,000.05"
OFSS,11240.0,12299.0,11075.25,12280.45,-1040.45,380910.7,19.86,45.61,"9,882.60","10,038.60"
HDFCAMC,4432.0,4486.0,4392.1,4421.9,10.1,321124.8,38.96,45.65,"4,514.35","3,892.20"
360ONE,1075.0,1134.8,1075.0,1085.5,-10.5,390130.1,49.89,45.72,998.70,"1,000.30"
LANDMARK,611.95,617.1,591.2,591.2,20.75,108635.7,54.74,45.76,737.65,548.55
LTTS,5479.15,5686.55,5412.5,5663.4,-184.25,107360.8,32.63,45.83,"5,810.25","4,823.45"
DEEPAKNTR,2885.0,2923.8,2869.55,2903.2,-18.2,174305.3,67.25,45.86,"3,102.60","2,459.75"
LUMAXIND,2761.0,2780.0,2702.05,2761.2,-0.2,9767.8,78.11,45.98,"2,967.40","2,535.35"
CONCOR,926.0,947.85,921.85,945.15,-19.15,1618220.6,49.39,46.07,997.85,"1,004.65"
AJANTPHARM,3130.0,3172.7,3090.05,3149.0,-19.0,201232.1,61.29,46.07,"3,426.50","2,201.85"
BASF,6872.0,7300.0,6813.05,7167.85,-295.85,23345.6,47.98,46.23,"7,566.20","4,908.20"
PHOENIXLTD,3441.0,3565.0,3361.25,3492.7,-51.7,338770.6,47.98,46.24,"4,095.30","3,246.80"
KRITI,257.6,270.0,252.45,259.21,-1.61,131824.1,46.77,46.25,259.21,181.38
INDOCO,370.25,377.0,366.0,375.1,-4.85,115587.4,60.18,46.32,379.6,316.8
PEARLPOLY,41.0,42.14,40.2,41.73,-0.73,213570.2,37.48,46.34,41.73,29.85
MSUMI,70.01,70.5,69.6,69.69,0.32,3673362.4,53.75,46.4,76.74,69.0
RAMRAT,635.2,661.0,611.4,650.4,-15.2,86582.6,61.66,46.47,657.2,369.2
GUFICBIO,400.25,405.0,395.05,401.0,-0.75,178507.8,56.06,46.56,420.1,333.2
EXIDEIND,471.7,482.25,469.65,482.3,-10.6,2589041.5,44.65,46.64,579.65,471.75
KPIL,1375.0,1408.6,1371.0,1398.95,-23.95,188258.1,41.56,46.66,"1,400.05","1,148.75"
PITTIENG,1289.9,1312.0,1272.65,1277.5,12.4,43977.1,49.37,46.82,999.00,"1,002.10"
ROTO,569.8,579.95,562.1,559.4,10.4,76942.3,20.84,46.84,706.45,488.0
RALLIS,325.8,333.0,321.3,321.25,4.55,326990.0,26.47,46.97,363.4,306.05
CERA,8249.8,8408.3,8220.0,8381.85,-132.05,26923.3,37.05,46.97,"9,956.95","10,101.50"
ENDURANCE,2459.0,2479.0,2394.0,2407.8,51.2,86242.8,64.37,46.98,"2,750.65","2,407.80"
IONEXCHANG,647.65,660.0,644.35,657.35,-9.7,319690.5,41.93,47.04,732.15,501.35
ACE,1347.9,1398.0,1342.35,1366.05,-18.15,360922.0,37.7,47.18,"1,526.55","1,233.80"
LUXIND,2202.05,2284.0,2163.8,2269.35,-67.3,109288.3,57.31,47.42,"2,417.70","1,415.80"
GODREJAGRO,818.0,853.75,811.0,832.0,-14.0,802672.7,42.69,47.51,865.5,616.45
SYMPHONY,1478.0,1490.95,1446.0,1463.7,14.3,102304.9,54.84,47.61,"1,709.10","1,094.75"
VENUSPIPES,2217.05,2290.7,2216.0,2268.0,-50.95,81202.2,54.25,47.89,"2,429.90","2,024.90"
PRIVISCL,1455.1,1498.25,1455.1,1500.9,-45.8,30576.5,65.37,47.91,"1,645.75","1,275.30"
ULTRACEMCO,11600.8,11763.3,11535.85,11645.65,-44.85,256681.3,56.37,48.11,"11,984.50","10,662.40"
SKFINDIA,5378.0,5580.0,5350.0,5421.6,-43.6,66153.4,39.55,48.19,"6,795.70","5,083.45"
SKIPPER,426.0,445.0,423.8,433.55,-7.55,559584.4,43.17,48.25,457.75,341.2
ERIS,1382.0,1422.15,1374.8,1394.05,-12.05,223063.1,56.64,48.29,"1,468.70","1,006.30"
CRAFTSMAN,6365.9,6500.0,6280.8,6402.9,-37.0,85860.6,20.7,48.47,"6,409.90","4,830.75"
SENCO,1264.0,1296.25,1252.75,1281.45,-17.45,479912.7,59.29,48.65,998.65,"1,004.35"
APARINDS,10014.8,10123.6,9912.0,10131.25,-116.45,186319.7,27.24,48.98,"9,990.45","10,094.35"
NEULANDLAB,12700.0,12998.8,12685.0,12855.45,-155.45,23050.5,68.56,49.08,"9,381.55","10,787.35"
HERCULES,540.0,575.35,535.3,568.9,-28.9,51279.9,60.82,49.09,648.95,540.05
APOLSINHOT,1638.0,1676.6,1620.0,1659.6,-21.6,3933.6,59.11,49.43,"1,796.55","1,396.20"
BEL,282.6,286.0,280.4,284.3,-1.7,19122221.1,48.36,49.53,335.5,281.55
MACPOWER,1299.95,1335.5,1271.1,1300.1,-0.15,14039.9,0,49.6,"1,733.10","1,268.20"
JBCHEPHARM,1851.9,1908.45,1847.55,1875.6,-23.7,144680.6,39.19,49.61,"1,970.60","1,681.70"
INDIGOPNTS,1477.0,1511.0,1469.3,1499.55,-22.55,2790557.5,80.96,49.62,"1,557.00","1,362.40"
KALYANIFRG,503.05,531.35,501.55,527.95,-24.9,1052.2,0,49.68,663.1,496.25
MANKIND,2399.9,2484.8,2381.5,2455.45,-55.55,539298.0,43.10,49.78,"2,498.80","1,990.40"
TEAMLEASE,3145.0,3183.0,3084.5,3158.0,-13.0,42196.6,92.09,49.83,"3,516.95","2,821.70"
IGPL,623.0,635.05,621.9,632.0,-9.0,48535.1,57.38,50.04,706.95,570.65
KRITIKA,22.0,22.0,20.72,20.96,1.04,2021666.0,93.37,50.06,21.99,18.59
AAATECH,146.3,146.3,133.1,133.0,13.3,144613.5,58.87,50.12,146.23,103.16
SANGAMIND,412.75,427.1,411.0,424.0,-11.25,92125.4,59.61,50.33,440.05,380.1
REMSONSIND,203.0,208.76,199.7,203.29,-0.29,179374.9,60.62,50.38,999.05,"1,008.35"
YESBANK,23.24,23.71,23.21,23.4,-0.16,107429814.3,33.98,50.43,26.64,22.89
KOKUYOCMLN,210.0,215.28,209.25,210.29,-0.29,232037.0,47.15,50.58,212.71,150.41
TDPOWERSYS,408.9,413.4,401.1,411.45,-2.55,436093.8,47.75,50.58,443.3,344.55
THANGAMAYL,2242.0,2269.0,2191.25,2237.2,4.8,182811.9,50.11,50.65,"2,321.55","1,367.15"
HAPPSTMNDS,793.5,803.9,791.0,803.25,-9.75,527368.6,55.63,50.73,917.35,751.4
APTECHT,224.7,229.5,224.1,227.56,-2.86,273327.6,34.02,50.82,244.04,204.39
BHAGERIA,251.97,269.86,248.9,269.18,-17.21,242047.6,38.63,50.87,269.27,158.6
SFL,927.0,932.0,923.05,927.1,-0.1,102384.2,64.33,50.95,998.30,"1,000.00"
ASIANENE,388.9,388.9,370.65,370.4,18.5,163336.2,74.57,51.14,433.45,281.25
PRESTIGE,1873.0,1917.0,1855.0,1917.4,-44.4,1657674.6,48.61,51.14,"2,056.80","1,623.45"
UGARSUGAR,84.29,84.54,83.0,83.92,0.37,323634.2,44.23,51.16,88.63,75.72
BYKE,70.0,71.5,67.8,70.41,-0.41,42504.8,0,51.2,87.41,68.84
ASHIANA,335.05,344.8,329.8,341.75,-6.7,124089.1,43.95,51.21,452.05,317.45
SJVN,129.1,131.8,128.7,129.73,-0.63,8761556.6,35.07,51.35,153.78,126.21
PRECAM,250.5,259.65,248.95,259.98,-9.48,350596.0,45.49,51.59,275.38,177.28
BHARATRAS,13073.8,13499.55,12800.0,13379.45,-305.65,19586.7,44.16,51.63,"13,742.95","10,503.95"
GLOBUSSPR,1324.85,1343.0,1289.2,1308.7,16.15,757475.7,64.43,51.76,980.10,"1,058.30"
THEJO,2655.55,2705.95,2650.75,2650.7,4.85,11935.9,53.67,51.79,"3,583.25","2,597.10"
DPABHUSHAN,1692.0,1699.95,1607.15,1638.4,53.6,197195.6,26.28,51.95,"1,698.45","1,203.70"
RKFORGE,1014.0,1038.7,972.0,989.5,24.5,594023.8,41.45,52.03,993.95,"1,009.10"
AXISCADES,544.0,551.95,539.75,550.2,-6.2,130821.7,56.72,52.12,662.1,505.35
HINDCON,50.65,51.73,50.21,51.01,-0.36,113472.4,59.60,52.25,57.8,47.04
SAREGAMA,512.05,525.0,508.75,518.55,-6.5,176215.6,47.61,52.26,559.9,480.0
IRISDOREME,72.75,75.0,70.0,74.05,-1.3,641030.9,55.46,52.28,78.44,62.35
DIVGIITTS,593.5,607.05,591.55,602.85,-9.35,101137.4,57.31,52.28,752.75,582.95
MANALIPETC,87.0,88.6,85.21,85.62,1.38,398678.1,46.05,52.37,101.82,84.67
PAVNAIND,411.15,436.4,411.15,432.1,-20.95,8091.6,70.14,52.53,548.2,419.15
AMRUTANJAN,807.85,811.9,775.05,779.25,28.6,39870.5,41.56,52.92,832.25,710.85
LOKESHMACH,389.1,406.0,387.05,404.3,-15.2,135734.7,58.64,52.98,457.95,347.95
VINNY,4.1,4.29,4.0,4.14,-0.04,1012017.4,0,53.08,5.95,4.05
JYOTHYLAB,541.0,550.95,535.1,541.75,-0.75,891807.0,33.84,53.09,579.2,412.35
SILVERTUC,751.95,758.8,745.45,751.3,0.65,21133.1,16.21,53.19,789.95,719.55
CRISIL,4680.6,4770.1,4676.6,4737.9,-57.3,27453.7,55.05,53.31,"4,737.90","4,070.05"
JAGSNPHARM,405.25,412.25,405.0,410.1,-4.85,296375.2,56.86,53.41,431.2,330.9
RATEGAIN,757.0,758.35,739.25,752.0,5.0,361549.0,63.82,53.46,830.55,715.55
SUNDRMFAST,1378.0,1386.75,1365.05,1376.7,1.3,59025.5,70.72,53.61,"1,426.45","1,280.55"
SMSPHARMA,354.2,365.65,351.25,360.35,-6.15,873361.8,41.87,53.74,374.3,215.21
JLHL,1370.0,1388.95,1358.05,1371.1,-1.1,76739.2,73.71,53.76,"1,371.10","1,233.05"
GRSE,1705.0,1772.0,1704.0,1726.7,-21.7,672839.6,27.56,53.78,"2,710.65","1,644.25"
WIPL,204.85,205.65,196.0,195.89,8.96,2373.2,0,53.81,229.12,155.03
AKG,21.99,22.49,21.03,21.06,0.93,229740.1,71.09,53.87,24.14,20.8
CELLO,878.0,889.05,872.0,886.85,-8.85,93793.1,62.75,53.93,990.3,875.0
COCHINSHIP,1722.0,1798.0,1718.35,1762.5,-40.5,1254610.5,36.28,53.98,"2,863.60","1,725.70"
SUNDRMBRAK,1081.5,1119.6,1054.15,1109.6,-28.1,4965.7,0,54.0,923.00,"1,073.85"
SHANTIGEAR,600.8,610.85,593.8,606.2,-5.4,25022.4,48.57,54.21,685.05,537.2
XPROINDIA,1130.0,1148.8,1115.15,1146.75,-16.75,24584.5,60.75,54.22,999.55,"1,003.15"
TOUCHWOOD,172.3,177.59,168.0,169.14,3.16,5716.9,0,54.26,182.62,131.14
APEX,250.0,256.4,250.0,256.25,-6.25,141391.6,53.56,54.26,311.1,220.74
GOKEX,937.0,990.0,932.2,962.95,-25.95,133450.7,28.94,54.75,986.10,"1,003.50"
APLAPOLLO,1438.9,1460.0,1430.1,1449.4,-10.5,334302.0,61.64,54.95,"1,646.60","1,346.95"
SAGARDEEP,28.4,28.8,27.61,28.04,0.36,11858.5,0,54.98,36.37,26.64
ASAHIINDIA,671.4,686.05,664.0,665.9,5.5,170576.7,29.9,55.05,708.85,609.95
MINDACORP,535.0,558.0,534.0,555.3,-20.3,695604.7,64.81,55.09,632.3,466.1
GODHA,0.86,0.88,0.85,0.87,-0.01,2914816.4,0,55.14,1.16,0.81
KPIGREEN,812.85,824.0,806.0,817.6,-4.75,368713.3,0,55.17,979.05,"1,001.20"
IEX,227.5,229.1,220.76,221.9,5.6,15330246.6,44.16,55.19,228.07,168.24
BIL,580.1,604.8,560.1,576.0,4.1,28227.8,50.59,55.27,602.3,423.35
SHIVALIK,534.4,552.4,534.2,549.55,-15.15,14040.5,66.97,55.32,756.5,534.2
NIITLTD,181.41,187.44,180.15,186.5,-5.09,3223314.2,44.54,55.33,193.73,102.21
LAL,35.29,35.31,30.6,32.1,3.19,1662188.3,40.78,55.44,35.22,21.11
RHL,205.9,206.0,200.15,200.15,5.75,6131.9,0,55.71,237.73,161.05
POLYCAB,6665.5,6729.95,6648.0,6691.4,-25.9,356424.5,63.43,55.86,"7,260.60","6,206.65"
DCXINDIA,336.85,353.15,335.5,346.8,-9.95,248842.9,0,55.88,444.1,321.9
TRIDENT,36.18,36.57,36.1,36.48,-0.3,5080414.1,51.53,55.91,40.78,36.16
HLVLTD,19.49,20.2,19.35,19.97,-0.48,864756.5,70.32,55.98,26.71,19.02
YASHO,1980.0,2020.3,1970.5,2000.3,-20.3,15754.5,59.59,56.04,"2,127.30","1,705.85"
BATAINDIA,1431.0,1450.0,1415.7,1439.0,-8.0,245316.9,40.22,56.1,"1,621.25","1,388.35"
GREENLAM,540.0,555.0,536.05,551.5,-11.5,32979.6,44.3,56.15,617.5,532.55
KAJARIACER,1474.5,1504.1,1447.5,1479.2,-4.7,205061.6,40.85,56.28,"1,514.60","1,336.40"
DYNAMATECH,7601.05,7749.9,7570.0,7611.9,-10.85,8633.6,38.32,56.29,"8,060.95","6,565.10"
CARTRADE,973.0,988.8,962.3,965.4,7.6,334240.6,43.41,56.45,991.45,763.25
ESABINDIA,6045.05,6110.15,6024.1,6054.3,-9.25,4315.4,65.24,56.46,"6,634.50","6,038.80"
BEML,3736.0,3909.8,3725.1,3887.45,-151.45,214220.9,40.6,56.54,"5,202.30","3,633.35"
SARVESHWAR,9.78,10.36,9.68,10.12,-0.34,18575446.6,57.81,56.62,11.7,8.49
GSLSU,215.9,226.9,215.5,218.65,-2.75,529668.4,34.52,56.71,236.47,169.54
SURYALAXMI,87.0,89.49,86.5,88.69,-1.69,45335.4,67.64,56.75,106.3,71.21
EXCEL,0.76,0.79,0.74,0.78,-0.02,9869142.4,63.27,56.89,0.86,0.65
CHEMCON,284.15,298.3,281.5,289.85,-5.7,224260.5,30.75,56.92,289.85,247.5
TTKPRESTIG,891.0,904.95,877.0,899.5,-8.5,54877.9,58.09,56.98,992.65,"1,000.10"
SGIL,433.8,457.3,426.7,441.1,-7.3,412657.2,26.18,57.01,443.1,327.75
JINDALPHOT,815.0,832.1,805.1,814.15,0.85,13846.5,45.97,57.01,928.35,673.15
AMNPLST,321.5,332.0,319.15,326.25,-4.75,23235.4,51.37,57.02,344.9,250.38
KILITCH,376.0,388.8,360.2,376.85,-0.85,50915.2,31.84,57.03,396.0,319.95
REFEX,458.45,483.45,433.55,477.75,-19.3,1928247.3,47.53,57.07,486.75,155.92
BBOX,504.1,515.0,495.0,513.5,-9.4,121794.6,0,57.22,565.25,260.63
HATHWAY,21.18,21.47,21.03,21.34,-0.16,6620151.1,38.46,57.41,25.22,20.43
RAMCOCEM,840.1,852.45,836.5,850.75,-10.65,606753.1,41.71,57.5,867.9,777.8
AEROFLEX,189.8,195.65,188.0,191.66,-1.86,3929217.1,35.99,57.57,202.25,148.61
INGERRAND,4160.0,4244.0,4150.0,4209.3,-49.3,13053.9,60.08,57.64,"4,795.55","3,987.60"
VOLTAMP,13260.0,13760.05,13200.0,13438.6,-178.6,13529.8,55.72,57.84,"14,472.80","10,745.85"
BLUEJET,522.25,534.75,517.55,527.25,-5.0,302619.2,50.19,58.1,527.25,398.4
CAMS,4518.9,4592.45,4488.45,4517.1,1.8,223675.7,31.03,58.16,"4,695.05","3,516.20"
MARICO,695.7,696.3,686.55,692.0,3.7,2598081.4,57.56,58.18,695.3,603.15
AROGRANITE,59.53,60.83,58.85,60.27,-0.74,98957.0,66.89,58.29,62.09,54.65
GENSOL,881.7,907.9,875.1,901.95,-20.25,145953.9,58.36,58.32,994.85,"1,002.60"
COFORGE,6855.0,7000.0,6770.0,6998.55,-143.55,567985.7,29.38,58.4,"7,013.75","5,315.95"
VINATIORGA,1974.95,1986.6,1938.9,1972.9,2.05,98691.2,46.69,58.53,"2,310.35","1,889.25"
SRF,2384.5,2447.9,2372.6,2431.15,-46.65,513009.2,40.27,58.65,"2,644.90","2,342.60"
TITAGARH,1274.0,1311.4,1255.0,1302.35,-28.35,502215.1,40.37,58.79,"1,859.85","1,273.55"
SANGINITA,16.8,16.8,16.34,16.58,0.22,116633.6,68.64,58.85,18.64,15.7
KABRAEXTRU,467.0,477.95,461.05,474.55,-7.55,415850.1,47.54,58.85,477.45,381.8
MIRZAINT,45.58,47.99,43.9,43.6,1.98,418416.5,37.53,58.86,48.43,42.99
GODFRYPHLP,7565.0,7806.5,7518.05,7737.85,-172.85,356080.9,25.09,59.16,"8,235.45","3,989.50"
PIONEEREMB,57.9,57.9,54.37,55.28,2.62,641550.7,54.54,59.17,60.91,44.23
RAILTEL,464.0,479.65,463.0,473.5,-9.5,1353493.6,35.81,59.25,596.9,426.8
HFCL,156.9,162.0,151.5,153.63,3.27,34946471.0,26.03,59.58,157.59,111.08
THYROCARE,860.0,860.2,842.05,856.05,3.95,46368.6,64.25,59.6,904.6,624.5
LEMONTREE,130.0,131.08,129.0,130.88,-0.88,2764006.6,62.52,59.66,150.74,115.66
LAXMIMACH,16100.0,16315.2,16000.0,16255.2,-155.2,6055.3,63.38,59.7,"17,400.45","14,552.40"
TIMESGTY,126.0,130.35,125.0,123.28,2.72,10031.1,44.32,59.82,139.96,115.0
HBLPOWER,618.5,630.5,617.0,628.8,-10.3,1293132.2,41.56,59.85,676.5,498.35
APOLLOPIPE,619.95,628.3,617.0,622.45,-2.5,91208.8,60.33,60.17,657.25,540.15
HEG,2282.25,2377.45,2105.2,2108.45,173.8,440040.1,12.68,60.2,"2,320.20","1,964.95"
RCF,193.65,194.59,182.01,186.4,7.25,2658149.3,21.32,60.31,235.03,185.22
PSB,55.6,56.52,55.0,55.81,-0.21,1328122.1,35.95,60.6,69.1,54.76
TIPSINDLTD,680.0,691.75,669.6,682.25,-2.25,285137.3,57.22,60.72,772.1,408.3
TEGA,1835.4,1919.0,1835.0,1866.9,-31.5,42910.4,46.06,60.74,"1,909.55","1,598.40"
KIRLPNU,1294.0,1344.95,1288.0,1333.15,-39.15,111410.7,64.8,60.76,"1,385.30","1,226.00"
SUDARSCHEM,1045.5,1069.0,1042.7,1053.2,-7.7,213516.6,35.47,60.8,998.30,"1,000.55"
TATAELXSI,7624.8,7719.95,7620.0,7707.6,-82.8,216949.9,43.24,60.96,"8,971.40","6,696.00"
ASTERDM,421.45,429.35,408.7,413.9,7.55,974642.0,34.03,61.18,420.95,321.75
VIDHIING,443.5,452.8,442.5,449.5,-6.0,15377.3,61.43,61.46,469.4,426.2
MAHSCOOTER,11899.7,11949.95,11014.7,11148.35,751.35,20193.2,52.73,61.52,"9,990.85","10,069.25"
LATENTVIEW,482.95,493.3,478.7,492.1,-9.15,443598.0,53.32,61.55,559.7,463.75
RAINBOW,1290.8,1328.45,1282.0,1313.9,-23.1,96371.4,53.37,61.62,"1,329.65","1,105.10"
PRUDENT,2330.0,2365.05,2300.0,2305.15,24.85,39599.6,35.87,61.62,"2,700.15","1,807.55"
ASAL,790.95,805.95,787.05,791.1,-0.15,46706.2,35.9,61.71,998.75,"1,000.50"
CROMPTON,447.7,455.35,445.1,452.75,-5.05,2374857.7,48.76,61.72,477.05,405.3
HEXATRADEX,323.75,323.75,323.7,308.35,15.4,17799.6,0,61.72,371.6,156.54
ACEINTEG,39.07,39.88,37.8,38.13,0.94,165334.2,47.65,61.73,38.71,30.63
NAVINFLUOR,3215.95,3276.85,3191.0,3259.65,-43.7,147421.0,59.42,62.1,"3,800.95","3,213.30"
JSWINFRA,337.15,344.8,333.0,335.9,1.25,4170629.8,44.76,62.15,356.65,302.2
REDTAPE,730.0,739.0,717.25,721.85,8.15,123581.6,44.74,62.29,791.0,648.0
JWL,534.45,546.8,527.0,532.45,2.0,1199687.3,38.59,62.37,730.0,508.5
TECHNOE,1579.95,1608.85,1565.0,1591.55,-11.6,132240.6,82.08,62.44,"1,729.60","1,432.45"
MURUDCERA,58.99,62.0,58.08,61.23,-2.24,212653.0,58.89,62.6,68.91,48.18
RADIOCITY,15.9,16.1,15.1,15.38,0.52,199230.0,100.0,62.65,106.05,14.77
MEDANTA,1112.05,1138.0,1110.05,1125.3,-13.25,323291.7,60.17,62.66,"1,351.30","1,058.35"
IRCTC,905.0,932.9,901.25,933.1,-28.1,1588983.7,49.0,62.91,995.10,"1,004.25"
ASIANPAINT,3276.0,3324.85,3251.55,3312.8,-36.8,1306603.6,39.89,63.17,"3,383.25","2,858.45"
TECHM,1604.8,1648.15,1589.0,1651.55,-46.75,1887694.6,51.62,63.22,"1,656.05","1,381.15"
DABUR,653.65,662.3,650.55,660.15,-6.5,2636495.4,66.6,63.26,665.25,589.95
SAKAR,340.0,343.7,326.55,327.15,12.85,33510.6,44.07,63.29,356.1,303.3
HITECH,199.0,207.8,196.25,194.48,4.52,1814907.7,32.85,63.39,199.32,128.92
CDSL,1499.25,1542.6,1461.0,1456.25,43.0,3361642.1,29.99,63.48,"2,898.10","1,354.45"
SONATSOFTW,653.0,671.6,646.2,666.15,-13.15,766698.0,52.79,63.54,753.0,563.55
GOYALALUM,9.97,10.15,9.21,9.67,0.3,427466.8,46.26,63.73,9.97,9.06
TATACOMM,1987.4,2029.9,1977.1,2029.95,-42.55,580668.5,41.53,63.84,"2,060.20","1,785.55"
AURIONPRO,1758.0,1833.3,1758.0,1804.5,-46.5,69477.6,68.85,63.89,"2,955.65","1,364.40"
NEWGEN,1211.0,1233.25,1190.15,1227.85,-16.85,336784.7,44.68,64.04,989.60,"1,000.25"
KFINTECH,1048.0,1060.0,1019.6,1019.5,28.5,603738.6,41.35,64.08,999.50,"1,003.30"
NINSYS,617.0,634.45,590.05,640.65,-23.65,82361.6,49.25,64.12,662.8,454.55
BERGEPAINT,620.25,621.55,613.55,622.55,-2.3,1746841.4,61.36,64.38,625.15,495.8
POCL,2116.35,2116.35,2030.0,2015.6,100.75,116540.3,80.92,64.46,989.65,"1,003.60"
NDRAUTO,1780.0,1945.0,1739.05,1881.8,-101.8,32900.7,44.06,64.56,995.10,"1,003.80"
KEC,1016.0,1021.1,968.65,984.6,31.4,2021764.9,34.52,64.57,995.65,"1,017.00"
CALSOFT,24.0,25.25,23.37,24.6,-0.6,202358.0,0,64.62,27.74,16.24
LIBERTSHOE,497.5,497.5,480.0,473.85,23.65,17049.5,0,64.75,538.55,357.15
MBAPL,220.85,222.0,213.3,215.25,5.6,16175.3,71.15,64.83,248.8,214.12
ORCHPHARMA,1405.9,1445.95,1398.0,1437.15,-31.25,83749.7,45.65,65.09,"1,566.70","1,119.95"
KIMS,545.0,562.3,539.15,562.05,-17.05,482755.3,43.68,65.23,574.30,"2,054.15"
CHOICEIN,464.0,466.4,461.1,463.55,0.45,702590.2,13.81,65.27,464.3,371.8
HINDUNILVR,2870.0,2893.55,2861.7,2873.5,-3.5,1781998.5,54.71,65.28,"2,956.40","2,432.20"
GODREJPROP,2882.0,2894.0,2850.65,2856.2,25.8,493820.9,62.33,65.36,"3,381.40","2,832.90"
COMPUSOFT,36.25,37.25,34.5,34.72,1.53,1417961.0,46.63,65.37,39.02,27.46
TIINDIA,4010.0,4139.0,4003.25,4135.65,-125.65,358338.1,75.26,65.48,"4,528.65","3,896.85"
KEI,4535.0,4581.8,4415.05,4425.1,109.9,177881.1,64.52,65.49,"4,709.00","3,988.95"
RRKABEL,1666.0,1672.0,1646.1,1668.75,-2.75,340130.2,59.14,65.59,"1,830.25","1,528.55"
IPCALAB,1449.75,1461.0,1425.05,1456.9,-7.15,373593.9,55.76,65.77,"1,474.15","1,088.15"
OAL,509.5,519.0,503.95,510.9,-1.4,49165.8,47.12,65.8,553.75,377.5
ANURAS,760.0,765.15,756.0,763.5,-3.5,50264.7,65.74,65.83,807.4,745.3
3MINDIA,35387.95,35899.95,35001.65,35726.6,-338.65,4744.4,37.12,65.83,"40,020.60","34,865.00"
ARVINDFASN,587.8,615.9,584.0,599.15,-11.35,1752784.8,43.46,65.88,599.15,461.05
EASEMYTRIP,40.98,41.68,40.85,41.59,-0.61,30877961.2,43.66,66.1,43.07,38.88
BANKA,119.93,123.48,117.0,120.56,-0.63,14834.6,29.00,66.11,138.48,89.11
BOROLTD,409.2,419.6,406.5,417.05,-7.85,198690.2,51.22,66.17,443.05,324.85
SCHAEFFLER,3851.1,3880.0,3752.8,3851.5,-0.4,69045.3,50.22,66.33,"4,758.75","3,801.70"
FORTIS,591.0,600.0,581.55,603.85,-12.85,1219469.8,48.15,66.6,603.85,455.3
ANANDRATHI,3889.95,3949.4,3809.7,3949.4,-59.45,38376.9,54.6,66.63,"4,141.30","3,562.85"
BIGBLOC,129.5,132.09,127.0,131.0,-1.5,476339.8,37.16,66.66,282.51,128.99
LGHL,279.0,281.75,268.1,281.75,-2.75,567.8,0,66.67,365.4,250.65
UMANGDAIRY,112.12,117.5,111.2,116.22,-4.1,23634.8,0,66.74,160.44,95.11
CLEAN,1557.0,1588.0,1553.15,1578.35,-21.35,155044.0,46.57,66.82,"1,649.80","1,394.10"
IFCI,71.9,73.75,70.83,71.98,-0.08,18389360.8,20.01,66.85,87.33,59.95
JSWENERGY,750.0,758.65,741.0,748.55,1.45,3364836.5,52.52,67.08,771.6,645.95
SKYGOLD,2571.0,2649.0,2505.0,2586.35,-15.35,21208.3,0,67.08,"2,851.55","1,320.55"
BRITANNIA,6102.4,6166.55,6060.05,6111.05,-8.65,340191.6,49.24,67.2,"6,133.10","5,297.75"
SYRMA,444.4,463.7,441.1,440.5,3.9,877250.2,19.51,67.23,506.45,402.05
TORNTPHARM,3355.0,3476.5,3348.25,3453.25,-98.25,204616.1,52.86,67.36,"3,485.15","2,771.70"
CUMMINSIND,3768.95,3866.05,3742.8,3845.95,-77.0,444495.6,33.05,67.37,"4,134.00","3,497.90"
CARBORUNIV,1499.8,1543.9,1493.0,1521.6,-21.8,129484.9,49.66,67.7,"1,800.80","1,473.30"
LOVABLE,152.0,158.0,150.2,155.43,-3.43,28516.5,0,67.72,188.63,124.49
GATECH,1.31,1.31,1.18,1.25,0.06,44783551.7,47.79,67.79,1.73,1.17
TARSONS,485.8,491.8,467.95,474.9,10.9,82050.0,45.56,68.18,533.55,423.15
SUPREMEIND,5346.0,5401.0,5325.0,5397.45,-51.45,138057.1,56.01,68.26,"6,186.30","4,970.90"
ORIENTHOT,167.6,172.81,165.31,164.17,3.43,923491.8,40.11,68.39,175.05,127.2
MHRIL,411.35,416.2,409.0,415.05,-3.7,153289.7,60.61,68.41,484.4,398.3
MEGASTAR,274.1,284.75,272.2,283.4,-9.3,8324.6,73.56,68.49,334.05,242.47
LODHA,1288.9,1306.9,1276.55,1283.4,5.5,782025.2,58.73,68.57,"1,594.80","1,161.25"
HPL,565.0,577.0,563.0,575.2,-10.2,241489.2,51.04,68.85,672.55,435.0
CONCORDBIO,2140.0,2332.2,2040.0,2076.2,63.8,290002.7,54.64,69.06,"2,181.55","1,501.15"
AFFLE,1555.0,1573.95,1548.1,1568.9,-13.9,202704.7,57.48,69.3,"1,701.05","1,240.05"
GULPOLY,248.5,258.65,248.5,257.37,-8.87,1067671.6,40.03,69.58,257.37,179.78
